"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"ATL99WA004","ACC","44117","1998-10-04T03:11:00Z","SAO PAULO",,"Brazil",,"N1200K","","false","Aviation","",,,"Serious","0","1","0",,,,,,"Boeing","767-332","AIR","SBGR","SAO PAULO INTERNATIOAL","false",,,"SCHD","UNK","121","None","VMC","DELTA AIR LINES INC",,"N/A",,"Prelim","","None"
"NYC98LA193","ACC","44059","1998-09-27T22:04:00Z","ISLIP","New York","United States",,"N810EX","308","false","Aviation","DirectorBrief","1999-09-28T04:00:00Z",,"Serious","0","1","1","Clear air turbulence.",,,"40.729579000000001","-73.209884000000002","Boeing","DHC-8-102","AIR","ISP","LONG ISLAND MACARTHUR","false","2","TP","SCHD","UNK","121","Minor","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/44059/pdf"
"ATL98LA129","ACC","44020","1998-09-24T14:19:00Z","LOIZA","Puerto Rico",,,"N91237","140","false","Aviation","DirectorBrief","1999-09-28T04:00:00Z",,"None","0","0","0","The loss of power in the No. 2 engine for undetermined reasons, and the inability of the pilot to establish a climb and/or maintain altitude.  A factor was the incompletely feathered No. 2 propeller..",,,,,"Convair","240","AIR","SJU","LUIS MUNOZ MARIN INTL","false","2","REC","NSCH","UNK","121","Substantial","VMC","TRANS FLORIDA AIRLINES INC.",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/44020/pdf"
"MIA98WA251","ACC","44029","1998-09-20T06:55:00Z","LA PAZ",,"Bolivia",,"N650AA","","false","Aviation","",,,"None","0","0","0",,,,,,"Boeing","757-223","AIR","","","false",,,"SCHD","UNK","121","Substantial","IMC","AMERICAN AIRLINES, INC.",,"N/A",,"Prelim","","None"
"CHI98LA351","ACC","43937","1998-09-17T20:33:00Z","CHICAGO","Illinois","United States",,"N233RM","235","false","Aviation","DirectorBrief","2000-02-11T05:00:00Z",,"Serious","0","1","0","the wake turbulence encountered by Flight 146.",,,,,"Aerospatiale","ATR-42-300","AIR","ORD","O'HARE INT'L","false","2","TP","SCHD","UNK","121","None","VMC","AMERICAN EAGLE, INC.",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/43937/pdf"
"FTW98RA401","ACC","44011","1998-09-16T23:53:00Z","GUADALAJARA",,"Mexico",,"N20643",,"false","Aviation","",,,"None","0","0","0",,,,,,"Boeing","737-524",,,,"false",,,"SCHD","UNK","121",,,"CONTINENTAL AIRLINES",,"N/A",,,"","None"
"FTW98FA380","ACC","43916","1998-09-11T07:24:00Z","Houston","Texas","United States",,"N316UP","27744","false","Aviation","DirectorBrief","2007-02-26T05:00:00Z",,"None","0","0","0","The flight crew's decision to land with convective activity over the airport with a prevailing crosswind to a quartering tailwind, on an ungrooved, flooded runway, which resulted in hydroplaning and a loss of directional control.  Factors contributing to the accident were: prevailing dark night conditions; severe weather conditions associated with a major tropical storm, such as convective activity, strong crosswinds, the quartering tailwind, and torrential rain.  Also contributing to the accident were the operator's failure to provide the flight crew with up-to-date weather forecasts, in-flight weather advisories, and pertinent NOTAMS relating to the safe operation of the flight.",,,"29.607220999999999","-95.158607000000003","Boeing","767-34AF","AIR","EFD","Ellington Field","false","2","TJ","NSCH",,"121","Substantial","IMC",,,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/43916/pdf"
"NYC98LA177","ACC","43830","1998-09-02T19:05:00Z","PHILADELPHIA","Pennsylvania","United States",,"N927VJ","48154","false","Aviation","DirectorBrief","2000-02-11T05:00:00Z","1999-05-10T12:01:00Z","None","0","0","0","the failure of the fuel truck driver to follow airport operating procedures, and yield the right-of-way to the airplane.  Factors were the stopped airplane, which obscured the fuel truck from the approaching airplane and the approaching airplane from the fuel truck, and the lack of visual aids on the vehicle to help compensate for restricted driver visibility to the right.",,,"39.989196","-75.140608999999998","Douglas","DC-9-30","AIR","PHL","PHILADELPHIA INTL ARPT","false","2","TF","SCHD","UNK","121","Substantial","VMC","",,"Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=43830","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/43830/pdf"
"DCA98MA084","ACC","43814","1998-08-31T04:00:00Z","JAMAICA","New York","United States",,"N722DH","19861","true","Aviation","DirectorBrief","2003-06-06T04:00:00Z",,"None","0","0","0","The failure of the right main landing gear caused by fatigue cracking and stress corrosion cracking of the trunnion bearing support fitting.",,,,,"Boeing","727-200","AIR","JFK","JOHN F KENNEDY INTL","false","3","TJ","NSCH","UNK","121","Substantial",,,,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/43814/pdf"
"FTW98FA364","ACC","43758","1998-08-19T18:15:00Z","DENVER","Colorado","United States",,"N251GL","UE-251","false","Aviation","DirectorBrief","2000-02-11T05:00:00Z","1999-06-17T13:56:00Z","Minor","0","0","1","Debonding of the propeller erosion shield due to an improper overhaul and repair by other maintenance personnel.",,,"39.850090000000002","-104.700897","Beech","1900D","AIR","DEN","DENVER INTERNATIONAL","false","2","TP","SCHD","UNK","121","Substantial","VMC","GREAT LAKES AVIATION, LTD.",,"Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=43758","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/43758/pdf"
"ANC98LA122","ACC","43903","1998-08-14T16:40:00Z","JUNEAU","Alaska","United States",,"N799AS","29270","false","Aviation","DirectorBrief","2000-02-11T05:00:00Z",,"None","0","0","0","The flight crew's inadequate recovery from a bounced landing.",,,"58.579914000000002","-134.76924099999999","Boeing","737-400","AIR","JNU","JUNEAU INTERNATIONAL","false","2","TJ","SCHD","UNK","121","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/43903/pdf"
"FTW98LA351","ACC","43672","1998-08-08T15:55:00Z","DENVER","Colorado","United States",,"N302ML","338","false","Aviation","DirectorBrief","2000-02-11T05:00:00Z",,"Serious","0","1","0","The failure of the flight crew to comply with braking instructions after being instructed by ground personnel.",,,"39.789619000000002","-104.84084300000001","Airbus Industrie","A-320-231","AIR","DEN","DENVER INTERNATIONAL","false","2","TF","NSCH","UNK","121","None","VMC","PRIME AIR, INC.",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/43672/pdf"
"FTW98LA353","ACC","44122","1998-07-27T17:50:00Z","TELLURIDE","Colorado","United States",,"N449YV","449","false","Aviation","DirectorBrief","2000-02-11T05:00:00Z",,"None","0","0","0","The inadequate chocks and inadequate chocking procedures by the operator.  Factors were the unavailability of the parking brake and sloping terrain.",,,"37.940212000000002","-107.900871","de Havilland","DH-8-202","AIR","TEX","TELLURIDE REGIONAL","false","2","TP","SCHD","UNK","121","Substantial","VMC","MESA AIR GROUP, INC.",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/44122/pdf"
"CHI98LA269","ACC","43099","1998-07-22T14:45:00Z","PEOTONE","Illinois","United States",,"N335AA","22333","false","Aviation","DirectorBrief","1999-07-02T04:00:00Z",,"Serious","0","1","1","In-flight encounter with turbulence.",,,"41.330458999999998","-87.789192","Boeing","767-223","AIR","","","false","2","TF","SCHD","UNK","121","None","Unknown","AMERICAN AIRLINES, INC.",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/43099/pdf"
"ANC98LA085","ACC","3168","1998-06-26T15:03:00Z","HUSLIA","Alaska","United States",,"N402LC","4698","false","Aviation","DirectorBrief","2000-02-11T05:00:00Z",,"None","0","0","0","The pilot's failure to maintain proper alignment of the airplane during the landing roll.",,,"65.690612000000002","-156.35034099999999","Lockheed","L-382G","AIR","","HOG RIVER","false","4","TP","NSCH","UNK","121","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/3168/pdf"
"FTW98FA273","ACC","20426","1998-06-17T21:46:00Z","DENVER","Colorado","United States",,"N364UA","24533","false","Aviation","DirectorBrief","1999-05-19T04:00:00Z",,"Minor","0","0","2","Inadequate visual lookout by ground personnel (tug operator).  Factors include failure of the airline to provide proper assistance (wing walkers) to the tug operator, and inadequate pushback procedures by the airline; inattention of the catering truck driver, and failure of the flight crew to illuminate the rotating beacon prior to or during pushback.",,,"39.849001999999999","-104.69998099999999","Boeing","737-322","AIR","DEN","DENVER INTERNATIONAL","false","2","TF","SCHD","UNK","121","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/20426/pdf"
"FTW98LA243","ACC","20627","1998-05-24T20:31:00Z","WICHITA","Kansas","United States",,"N619AU","27198","false","Aviation","DirectorBrief","2000-08-18T04:00:00Z",,"Serious","0","1","6","The severe turbulence encountered as a result of the flightcrew's inadvertent flight into a rapidly developing thunderstorm.",,,,,"Boeing","757-2B7","AIR","","","false","2","TF","SCHD","UNK","121","None","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/20627/pdf"
"LAX98FA169","ACC","45994","1998-05-21T14:05:00Z","LOS ANGELES","California","United States",,"N68043","46902","false","Aviation","DirectorBrief","1999-12-01T05:00:00Z",,"Serious","0","4","5","The contaminated strain gage, which resulted in shorting of the strain gage's terminal lugs which lead to excessive autopilot initiated elevator movement, and excessive elevator actuation during recovery by the captain.  Contributing factors were the failure of the airline maintenance department to diagnose and correct a historical problem with the autopilot system and the manufacturer's inadequate quality assurance program.",,,"33.949680000000001","-118.39999299999999","McDonnell Douglas","DC-10-10","AIR","","","false","3","TF","SCHD","UNK","121","None","VMC","CONTINENTAL AIRLINES",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/45994/pdf"
"CHI98LA154","ACC","10878","1998-05-13T09:39:00Z","FT. WAYNE","Indiana","United States",,"N1400H","11340","false","Aviation","DirectorBrief","1999-07-02T04:00:00Z",,"Serious","0","1","0","In-flight encounter with turbulence.",,,"41.000892","-85.210860999999994","Fokker","F-28 MK100","AIR","","","false","2","TF","SCHD","UNK","121","None","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/10878/pdf"
"DCA98WA043","ACC","11062","1998-05-11T04:00:00Z","NARITA",,"Japan",,"N179UA","","false","Aviation","",,,"Serious","0","3","1",,,,,,"Boeing","747","AIR","","","false",,,"SCHD","UNK","121","None","Unknown","UNITED AIRLINES",,"N/A",,"Prelim","","None"
"DCA98MA045","ACC","11047","1998-05-07T20:20:00Z","CALHOUN","Georgia","United States",,"N948VV","47559","false","Aviation","DirectorBrief","2001-12-18T05:00:00Z",,"Serious","0","2","0","The failure of the flight crew to maintain adequate separation from hazardous meteorological conditions. Factors contributing to the accident were: (1) the failure of AirTran Airlines to provide adequate crewmember training and guidance regarding hazardous weather encounters; (2) the failure of the flight crew to provide an adequate and timely briefing to the flight attendants regarding turbulence; and (3) the presence of hail and turbulence.",,,,,"Douglas","DC-9-32","AIR","","","false","2","TF","SCHD","UNK","121","Substantial","IMC",,,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/11047/pdf"
"CHI98LA127","ACC","10854","1998-04-19T21:30:00Z","CHICAGO","Illinois","United States",,"N722AA","20730","false","Aviation","DirectorBrief","1999-05-19T04:00:00Z","1998-12-03T14:33:00Z","Serious","0","1","2","the passenger initiated evacuation of the airplane.  A factor was the auxiliary power unit fire.",,,,,"Boeing","727-227","AIR","ORD","O'HARE INTERNATIONAL","false","3","TJ","SCHD","UNK","121","Minor","VMC","",,"Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=10854","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/10854/pdf"
"NYC98FA094","ACC","47713","1998-04-18T15:37:00Z","ATLANTIC OCEAN","Atlantic Ocean",,,"N623FF","22382","false","Aviation","DirectorBrief","2000-02-11T05:00:00Z",,"Serious","0","2","18","The injured passengers failure to follow the directions to fasten their seat belts, prior to an encounter with clear air turbulence.",,,,,"Boeing","747-200","AIR","","","false","4","TF","SCHD","UNK","121","Minor","VMC","TOWER AIR INC.",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/47713/pdf"
"MIA98LA124","ACC","38490","1998-04-04T05:53:00Z","MEMPHIS","Tennessee","United States",,"N68053","47807","false","Aviation","DirectorBrief","1998-12-08T05:00:00Z",,"None","0","0","0","The tug operator's (maintenance representative) inadequate visual lookout during pushback.",,,,,"Douglas","DC-10-10F","AIR","MEM","MEMPHIS INTERNATIONAL","false","3","TF","NSCH","UNK","121","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/38490/pdf"
"NYC98LA075","ACC","39540","1998-03-11T23:15:00Z","PHILADELPHIA","Pennsylvania","United States",,"N863US","11303","false","Aviation","DirectorBrief","1999-11-17T05:00:00Z",,"Serious","0","1","0","The driver's failure to maintain clearance from the parked airplane.  Related factors were night conditions and the driver's diverted attention.",,,"39.989722999999998","-75.140097999999995","Fokker","F-100","AIR","PHL","PHILADELPHIA INTL","false","2","TF","SCHD","UNK","121","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/39540/pdf"
"FTW98LA149","ACC","20555","1998-03-11T21:40:00Z","TYLER","Texas","United States",,"N730C","AC-697","false","Aviation","DirectorBrief","2001-02-15T05:00:00Z",,"None","0","0","0","The failure of the golf cart's driver to shutdown the engine and set the parking brake before exiting, which resulted in an unmanned runaway cart.",,,"32.319667000000003","-95.300910000000002","Fairchild","SA227-AC","AIR","TYR","TYLER POUNDS FIELD","false","2","TP","SCHD","UNK","121","Substantial","VMC","AUSTIN EXPRESS",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/20555/pdf"
"IAD98LA036","ACC","28284","1998-03-10T01:45:00Z","COVINGTON","Kentucky","United States",,"N937CA","7044","false","Aviation","DirectorBrief","2001-02-22T05:00:00Z",,"Minor","0","0","3","The driver's operation of a ground vehicle at night with an inoperative windshield wiper and an obscured windscreen against company regulations which resulted in a collision with a parked aircraft.",,,,,"Canadair","CL600-2B19","AIR","CVG","CINCINNATI/NORTH KENTUCKY","false","2","TF","SCHD","UNK","121","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/28284/pdf"
"MIA98LA096","ACC","38471","1998-03-06T04:00:00Z","MEMPHIS","Tennessee","United States",,"N303FE","46802","false","Aviation","DirectorBrief","1998-07-13T04:00:00Z",,"Serious","0","1","0","ground personnel (an equipment loader) failed to follow established written procedures (ramp safety policy), resulting in a pressurized entry door being opened before it was fully depressurized, subsequently injurying the equipment loader.  The malfunctioning outflow valve was a related factor.",,,,,"Douglas","DC-10-30F","AIR","MEM","MEMPHIS INTERNATIONAL","false","3","TF","NSCH","UNK","121","None","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/38471/pdf"
"LAX98LA104","ACC","30044","1998-03-04T15:15:00Z","RENO","Nevada","United States",,"N746AS","23123","false","Aviation","DirectorBrief","2000-06-21T04:00:00Z",,"Serious","0","1","5","Unforecasted and sudden encounter with clear air turbulence when passengers and flight attendants were not secured in their seats.",,,"39.480159","-119.74072200000001","Boeing","737-242C","AIR","","","false","2","TJ","SCHD","UNK","121","None","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/30044/pdf"
"MIA98FA089","ACC","38389","1998-02-26T19:29:00Z","BIRMINGHAM","Alabama","United States",,"N867US","11312","true","Aviation","DirectorBrief","2001-02-16T05:00:00Z",,"None","0","0","0","Were the 1) the inoperative alternate anti-skid control valve due to the disconnected electrical connector on the parking brake shut-off valve, the area was inspected 2 days earlier 2) the total loss of the hydraulic system resulting in the inability of the flight crew to maintain directional control.  Factors in the accident were the 1) inadequate lightning protection design of the airplane by the manufacturer between the horizontal and vertical stabilizers which resulted in arching damage to hydraulic lines and depletion of the hydraulic fluid from the Nos. 1 and 2 hydraulic systems 2) inadequate weather information disseminated to the flight crew during the preflight briefing by the company dispatcher for failing to provide current up-to-date information of the intensity, and location of adverse weather 3) the failure of the company dispatcher to relay pertinent weather information to the flight crew while en route which included convective sigmets, and the current extent and intensity of the squall line 4) the operation of the airplane by the flight crew within 10 miles from the northern edge of a ground based weather radar depicted level 5 thunderstorm resulting in a lightning strike 5) insufficient standards/requirements, operation/operator by the company management to require weather radar training in recurrent, upgrade, and requalification training, and 6) the limitations of the weather products provided to the flight crew by the airline for failure to include convective sigmets for the central U.S., based on the geographic location of the destination airport being east of the eastern/central boundary.",,,"33.570053000000001","-86.710205000000002","Fokker","F28 MK 0100","AIR","BHM","BIRMIMGHAM INTERNATIONAL","false","2","TJ","SCHD","UNK","121","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/38389/pdf"
"DCA98MA023","ACC","11046","1998-02-09T11:54:00Z","CHICAGO","Illinois","United States","AAB0101","N845AA","20986","true","Aviation","Report","2001-05-14T04:00:00Z",,"Minor","0","0","23","the failure of the flight crew to maintain a proper pitch attitude for a successful landing or go-around.  Contributing to the accident were the divergent pitch oscillations of the airplane, which occurred during the final approach and were the result of an improper autopilot desensitization rate.",,,,,"Boeing","727-223","AIR","ORD","CHICAGO O'HARE INTERNATIO","false","3","TJ","SCHD","UNK","121","Substantial","IMC",,,"Completed",,"Final","","https://www.ntsb.gov/investigations/Pages/DCA98MA023.aspx"
"NYC98FA062","ACC","46056","1998-01-21T23:23:00Z","WINDSOR LOCKS","Connecticut","United States",,"N15827","175","false","Aviation","DirectorBrief","2001-07-26T04:00:00Z",,"Minor","0","0","1","The improper overhaul of lug holes on the fuel/oil heat exchanger.  A factor was the lack of direction contained in the manufacturer's overhaul manual for working with the lug holes.",,,,,"Aerospatiale","ATR-42-320","AIR","BDL","BRADLEY INTL AIRPORT","false","2","TP","SCHD","UNK","121","Substantial","VMC","CONTINENTAL EXPRESS",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/46056/pdf"
"IAD98LA023","ACC","28275","1998-01-20T22:30:00Z","SARANAC LAKE","New York","United States",,"N854CA","UE-60","false","Aviation","DirectorBrief","2000-06-22T04:00:00Z",,"None","0","0","0","The inadequate snow removal from the runway by airport personnel which left a snow bank extending onto the runway.",,,"44.320587000000003","-74.129042999999996","Beech","1900D","AIR","SLK","SARANAC LAKE ADIRONDACK","false","2","TP","SCHD","UNK","121","Substantial","IMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/28275/pdf"
"DCA98RA016","ACC","11052","1998-01-09T05:00:00Z","LONDON",,"United Kingdom",,"N653UA",,"false","Aviation","",,,"Serious","0","1","4",,,,,,"Boeing","767-322ER",,,,"false",,,"SCHD","UNK","121",,,"UNITED AIRLINES, INC.",,"N/A",,,"","None"
"MIA98LA054","ACC","38443","1998-01-06T20:15:00Z","ORLANDO","Florida","United States",,"N618DL","22908","false","Aviation","DirectorBrief","1998-05-29T04:00:00Z",,"Serious","0","1","0","inadvertent encounter with turbulence, which resulted spillage of hot coffee in a passenger's lap.",,,"28.419084000000002","-81.300689000000006","Boeing","757-232","AIR","","","false","2","TF","SCHD","UNK","121","None","VMC","DELTA AIR LINES, INC.",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/38443/pdf"
"IAD98LA021","ACC","28273","1998-01-06T14:10:00Z","PHILADELPHIA","Pennsylvania","United States",,"N845AA","20986","false","Aviation","DirectorBrief","1998-10-30T05:00:00Z",,"Serious","0","1","0","failure of the tug driver to see-and-avoid the taxiing airplane.",,,"39.890838000000002","-75.229568","Boeing","727-223","AIR","PHL","PHILADELPHIA INTL","false","3","TF","SCHD","UNK","121","Minor","IMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/28273/pdf"
"DCA98MA015","ACC","11045","1997-12-28T05:00:00Z","PACIFIC OCEAN","Pacific Ocean",,,"N4723U","","false","Aviation","DirectorBrief","2001-05-14T04:00:00Z","1999-08-19T13:17:00Z","Fatal","1","18","171","The pilot-in-command's inadvertent flight into adverse weather conditions, and the difficulty of obtaining adequate weather forecasts of over-ocean turbulence.  Factors contributing to the accident include the presence of clear air turbulence, and the failure of the flight attendant to issue a safety advisory.",,,,,"Boeing","747-122","AIR",,,"false",,"UNK","SCHD","UNK","121","Minor","VMC",,,"Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=11045","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/11045/pdf"
"NYC98LA050","ACC","39519","1997-12-23T11:03:00Z","WINDSOR LOCKS","Connecticut","United States",,"N140ZV","UE-140","false","Aviation","DirectorBrief","1999-12-01T05:00:00Z",,"None","0","0","0","The inadequate snow removal by airport personnel.  Contributing factors were the snowbank and whiteout conditions.",,,,,"Beech","1900D","AIR","BDL","BRADLEY INTL","false","2","TP","SCHD","UNK","121","Substantial","IMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/39519/pdf"
"LAX98LA057","ACC","30011","1997-12-11T07:35:00Z","VENTURA","California","United States",,"N329AE","340B-329","false","Aviation","DirectorBrief","2000-02-15T05:00:00Z",,"Serious","0","1","0","Seat belt not used.  A related factor was the unforecasted severe air turbulence.",,,"34.189346","-119.17092100000001","Saab-Scania AB (Saab)","340B","AIR","","","false","2","TP","SCHD","UNK","121","None","VMC","WINGS WEST",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/30011/pdf"
"CHI98LA058","ACC","10801","1997-12-07T15:40:00Z","MEMPHIS","Tennessee","United States",,"N774NC","47776","false","Aviation","DirectorBrief","1998-06-26T04:00:00Z",,"Serious","0","1","0","the flight attendant lost his balance during pushback and struck his head on a galley door.",,,,,"McDonnell Douglas","DC-9-50","AIR","MEM","MEMPHIS INTERNATIONAL","false","2","TJ","SCHD","UNK","121","None","Unknown","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/10801/pdf"
"SEA98LA016","ACC","42738","1997-11-25T10:13:00Z","BILLINGS","Montana","United States",,"N691A","3618","false","Aviation","DirectorBrief","1999-09-28T04:00:00Z",,"None","0","0","0","The co-pilot's failure to maintain the proper descent rate on final approach, the pilot-in-command's delayed remedial action, and overload of the left main landing gear assembly. Factors contributing were snow, crosswind conditions and deteriorating visibility.",,,"45.869723999999998","-108.46945100000001","Short Brothers","SD3-60","AIR","BIL","BILLINGS LOGAN INTNL","false","2","TP","NSCH","UNK","121","Substantial","IMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/42738/pdf"
"MIA98FA025","ACC","38379","1997-11-07T12:17:00Z","CHARLOTTE","North Carolina","United States",,"N865US","11308","false","Aviation","DirectorBrief","1999-04-15T04:00:00Z",,"None","0","0","0","Improper written instructions (job/task card) by company maintenance personnel. The procedures did not reflect the correct manufactures maintenance manual servicing procedure, and did not ensure that the proper tool (replenishing gun) was available for the servicing of the torque link damper. This resulted in the improper servicing of the damper, and subsequent collapse of the right main landing gear on landing rollout.",,,,,"Fokker","F100","AIR","CLT","CHARLOTTE-DOUGLAS INT","false","2","TF","SCHD","UNK","121","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/38379/pdf"
"MIA98LA017","ACC","38421","1997-10-31T22:32:00Z","JACKSONVILLE","Florida","United States",,"N988HA","426","false","Aviation","DirectorBrief","1998-02-02T05:00:00Z",,"Serious","0","1","0","The passengers failure to secure her seatbelt as directed by the flight crew (seatbelt sign illuminated) on initial takeoff climb resulting in her ejection from her seat during an encounter with turbulence.",,,"30.490053","-81.669409999999999","de Havilland","DH-8-201","AIR","","","false","2","TP","SCHD","UNK","121","None","VMC","U.S. AIR EXPRESS",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/38421/pdf"
"LAX98FA013","ACC","29922","1997-10-15T10:24:00Z","MEADVIEW","Arizona","United States",,"N227AV","U227","false","Aviation","DirectorBrief","2000-02-14T05:00:00Z",,"None","0","0","0","The pilot's inadequate in-flight decision, inadequate visual lookout, and his failure to maintain adequate obstacle clearance.  Contributing was low altitude flight.",,,"35.980936999999997","-114.060012","Beech","99-C99","AIR","","","false","2","TP","SCHD","UNK","121","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/29922/pdf"
"NYC98LA013","ACC","39490","1997-10-15T08:00:00Z","PITTSBURGH","Pennsylvania","United States",,"N162ZV","UE-162","false","Aviation","DirectorBrief","1999-04-15T04:00:00Z",,"Minor","0","0","2","the tug driver's failure to obey a stop sign and his failure to yield right-of-way to the airplane.",,,"40.450878000000003","-79.989974000000004","Beech","1900D","AIR","PIT","PITTSBURGH INTERNATIONAL","false","2","TP","SCHD","UNK","121","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/39490/pdf"
"MIA98LA002","ACC","38413","1997-10-01T21:44:00Z","CROSS CITY","Florida","United States",,"N33502","49739","false","Aviation","DirectorBrief","1998-11-10T05:00:00Z",,"Serious","0","1","3","The in-flight encounter with turbulence associated with a nearby level 6 thunderstorm with moderate rain while deviating.",,,"29.630666000000002","-83.120849000000007","McDonnell Douglas","DC-9-82","AIR","","","false","2","TF","SCHD","UNK","121","None","IMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/38413/pdf"
"FTW98FA001","ACC","20382","1997-10-01T05:36:00Z","DENVER","Colorado","United States",,"N414EX","18899","false","Aviation","DirectorBrief","1998-05-04T04:00:00Z",,"Serious","0","1","2","Failure of the bus driver to yield the right of way to oncoming traffic due to his inadequate visual lookout.  Factors were visibility restrictions, inadequate driver training by management, and the flight crew's inadequate visual lookout due to their attention being diverted by performing the pretakeoff checklist.",,,"39.850867999999998","-104.700881","Boeing","727-51C","AIR","DEN","DENVER INTERNATIONAL","false","3","TF","NSCH",,"121","Substantial","VMC","RYAN INT'L AIRLINES, INC.",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/20382/pdf"
